neighborhood,property_type,bedrooms,bathrooms,size_sqft,age_years,distance_to_cbd_km,has_parking,has_garden,has_pool,gated_community,security_score,price_kes
Kilimani,Maisonette,2,2,1246,22,11.1,1,1,0,1,5,25246000.0
Loresho,Townhouse,2,1,861,24,9.9,1,0,0,0,3,10679000.0
Ngong Road,Maisonette,5,5,1748,7,18.6,1,1,0,1,4,22555000.0
Dagoretti,Villa,3,2,1529,8,20.1,1,0,0,0,3,12200000.0
Ruiru,Apartment,5,4,1921,27,26.8,1,0,0,0,3,7068000.0
Ngong Road,Apartment,2,2,747,8,12.6,1,0,0,1,5,9082000.0
Kasarani,Bungalow,2,2,1341,14,29.1,1,1,0,1,3,7032000.0
Runda,Bungalow,3,2,1367,8,9.4,1,1,0,0,2,33470000.0
Ngong Road,Apartment,3,3,1151,11,13.8,1,0,0,0,5,11086000.0
Muthaiga,Apartment,2,2,822,8,0.5,0,0,0,0,3,17885000.0
Kahawa,Bungalow,2,2,1061,28,29.8,1,0,0,0,1,3803000.0
Runda,Apartment,3,2,1048,24,11.4,1,0,0,1,3,22973000.0
Umoja,Apartment,4,3,1190,5,23.0,0,0,0,0,4,6535000.0
Athi River,Apartment,2,2,794,11,26.4,1,0,0,0,2,2934000.0
Donholm,Maisonette,3,3,1290,21,13.0,1,0,0,0,2,7964000.0
South B,Bungalow,2,1,1069,6,7.9,1,1,0,1,5,11990000.0
South B,Apartment,2,2,716,1,18.8,1,0,0,1,4,7115000.0
Lavington,Villa,3,2,1623,18,6.9,0,1,0,1,3,32231000.0
Kikuyu,Apartment,4,3,1585,0,26.4,1,0,0,0,3,7638000.0
Loresho,Maisonette,2,2,734,0,5.0,1,0,0,1,3,11125000.0
Dagoretti,Apartment,1,1,628,21,10.0,0,0,0,1,1,4687000.0
Buruburu,Townhouse,2,1,840,13,16.1,1,0,0,0,1,5583000.0
Nyayo Estate,Maisonette,2,2,1031,20,13.8,1,1,0,1,1,8858000.0
Roysambu,Maisonette,2,1,855,15,22.9,1,1,0,0,5,5790000.0
Karen,Apartment,3,2,1238,25,0.5,0,0,0,1,3,28379000.0
Lavington,Apartment,4,4,1011,7,2.4,1,0,1,1,4,21752000.0
Buruburu,Townhouse,1,1,686,19,22.8,1,0,0,1,2,4723000.0
Kitisuru,Townhouse,3,2,1265,4,7.7,1,0,0,1,3,28414000.0
Kilimani,Apartment,2,1,1079,4,13.4,1,0,0,1,4,17867000.0
Kikuyu,Apartment,1,1,478,20,23.3,1,0,0,1,1,2290000.0
Kikuyu,Townhouse,4,4,1198,9,26.0,1,0,0,1,1,5912000.0
Kasarani,Townhouse,2,2,720,10,28.6,1,0,0,1,3,3664000.0
South C,Maisonette,2,2,1096,10,12.0,1,1,0,1,5,11106000.0
Muthaiga,Apartment,2,1,782,15,6.6,1,0,1,1,2,20650000.0
Muthaiga,Apartment,2,1,1017,29,11.7,1,0,0,1,2,20728000.0
Kasarani,Apartment,2,1,932,2,17.3,1,0,0,1,3,6117000.0
Ruiru,Apartment,2,2,992,26,22.8,1,0,0,1,2,3980000.0
Kileleshwa,Maisonette,3,2,1240,7,16.7,0,1,0,0,4,17256000.0
Ruaka,Apartment,4,3,1222,24,19.2,0,0,0,0,2,7567000.0
Kileleshwa,Apartment,2,2,890,24,6.4,1,0,0,0,4,13989000.0
Rongai,Townhouse,1,1,658,17,35.2,1,0,0,1,2,2742000.0
Kasarani,Apartment,2,2,929,23,18.0,1,0,0,0,3,5109000.0
Nyayo Estate,Apartment,2,2,893,26,17.2,1,0,0,1,1,7510000.0
Upperhill,Apartment,5,5,1790,4,7.3,1,0,0,0,5,35110000.0
Dagoretti,Townhouse,1,1,550,25,22.8,1,0,0,1,4,3538000.0
Ngong Road,Apartment,2,2,718,21,15.1,0,0,0,1,1,7561000.0
Roysambu,Apartment,3,3,1086,3,11.8,1,0,0,1,5,9124000.0
Kasarani,Bungalow,2,1,1111,0,26.7,1,1,0,0,2,5993000.0
Roysambu,Apartment,1,1,399,0,24.6,0,0,0,0,2,2163000.0
Kikuyu,Maisonette,3,2,1283,5,16.8,1,1,0,1,4,7561000.0
Roysambu,Maisonette,5,5,1535,22,16.9,0,1,0,1,5,10130000.0
Kahawa,Townhouse,4,4,1028,5,16.2,1,0,0,1,1,5654000.0
Spring Valley,Apartment,3,2,1188,18,0.5,0,0,0,1,4,20467000.0
South B,Apartment,4,4,1290,4,16.0,1,0,0,1,2,12613000.0
Roysambu,Maisonette,3,2,936,27,16.6,1,1,0,1,3,6242000.0
Dagoretti,Apartment,3,3,973,13,17.7,1,0,0,1,3,8609000.0
Karen,Apartment,1,1,552,25,9.8,1,0,0,1,4,12475000.0
Runda,Townhouse,3,3,1098,7,10.1,1,0,0,0,4,24685000.0
Upperhill,Maisonette,1,1,609,4,15.3,1,1,0,0,5,11477000.0
Donholm,Maisonette,3,3,1343,0,20.6,1,1,0,1,2,10084000.0
Upperhill,Apartment,4,4,1313,3,13.7,1,0,0,0,4,22976000.0
Rongai,Townhouse,4,3,1528,28,18.5,1,0,0,1,1,9047000.0
South B,Apartment,1,1,550,22,10.0,0,0,0,0,1,4339000.0
South C,Villa,3,2,1379,24,15.9,1,1,0,0,3,11936000.0
Langata,Apartment,4,3,996,20,11.4,1,0,0,1,4,12748000.0
Karen,Apartment,3,2,934,4,3.0,1,0,0,1,2,23419000.0
Thika Road,Maisonette,1,1,641,9,22.8,1,1,0,0,5,4095000.0
Roysambu,Apartment,6,5,2209,14,19.0,1,0,0,1,5,14998000.0
Ruiru,Apartment,3,3,966,12,25.5,0,0,0,1,5,5222000.0
Kikuyu,Apartment,3,2,1153,13,19.7,1,0,0,1,3,5602000.0
Spring Valley,Bungalow,1,1,696,18,10.2,1,1,0,0,3,11807000.0
Embakasi,Villa,4,4,2051,15,21.1,0,0,0,0,5,12660000.0
Lavington,Apartment,5,4,1512,8,9.5,1,0,1,1,2,32823000.0
Buruburu,Bungalow,3,3,1381,7,20.3,1,1,0,0,3,10350000.0
Upperhill,Apartment,4,4,1145,27,2.5,1,0,0,0,5,19010000.0
Kahawa,Apartment,2,1,769,13,32.6,1,0,0,0,1,3403000.0
Muthaiga,Maisonette,2,2,817,24,3.0,0,0,0,0,5,17973000.0
Kikuyu,Townhouse,2,2,959,26,17.8,1,0,0,1,1,4735000.0
Thika Road,Apartment,3,3,1141,8,11.1,1,0,0,1,3,8936000.0
Kitisuru,Apartment,4,4,1680,7,10.5,1,0,0,1,4,42890000.0
South C,Townhouse,6,5,1925,1,16.9,0,0,0,1,5,21912000.0
Muthaiga,Apartment,3,3,1060,12,9.0,0,0,0,0,5,19157000.0
Kilimani,Maisonette,3,2,1250,6,7.3,0,1,0,1,5,23278000.0
South C,Townhouse,2,1,958,21,15.1,1,0,0,0,2,6753000.0
Langata,Apartment,4,3,1488,5,13.2,1,0,0,0,5,18649000.0
Lavington,Apartment,2,2,831,0,10.5,1,0,0,1,2,16427000.0
Kikuyu,Villa,4,4,2433,28,21.4,0,1,0,0,5,13528000.0
Loresho,Apartment,5,5,1483,17,12.8,0,0,0,1,4,23747000.0
Muthaiga,Apartment,4,4,1429,14,12.1,0,0,0,1,3,36981000.0
Ruiru,Apartment,2,2,693,14,26.6,0,0,0,1,1,2590000.0
Umoja,Apartment,4,4,1133,4,19.7,1,0,0,0,5,6316000.0
Buruburu,Apartment,4,4,1512,14,20.8,1,0,0,0,3,10660000.0
Donholm,Apartment,3,3,1267,9,12.1,1,0,0,0,2,8615000.0
Nyayo Estate,Maisonette,3,2,1206,12,14.5,1,0,0,1,3,10004000.0
South C,Apartment,6,6,1795,27,16.7,1,0,0,0,4,16734000.0
Langata,Apartment,3,2,1058,18,11.7,1,0,0,1,4,12798000.0
Ruaka,Apartment,5,4,1241,12,10.2,1,0,0,0,1,10000000.0
South B,Apartment,1,1,646,6,9.6,1,0,0,0,3,5685000.0
Kahawa,Apartment,4,4,1677,8,27.0,1,0,0,1,4,8758000.0
Upperhill,Apartment,2,2,742,16,15.6,1,0,0,0,4,12095000.0
Langata,Apartment,2,1,791,14,16.2,1,0,0,1,5,9003000.0
Muthaiga,Bungalow,1,1,862,10,6.3,1,1,0,1,5,22748000.0
Langata,Apartment,6,5,1973,23,17.6,1,0,0,1,1,19808000.0
South B,Apartment,1,1,598,14,17.6,1,0,0,1,4,5487000.0
Rongai,Maisonette,1,1,551,29,30.3,0,1,0,0,5,2433000.0
Ngong Road,Apartment,4,3,1297,5,17.6,1,0,0,0,2,12890000.0
Langata,Townhouse,3,3,1029,9,10.0,1,0,0,0,5,11653000.0
Spring Valley,Apartment,4,4,1522,4,4.8,1,0,1,0,1,28989000.0
Runda,Bungalow,2,2,809,27,4.4,0,1,0,1,1,19626000.0
Loresho,Bungalow,2,1,1062,4,11.9,1,1,0,0,1,16193000.0
Kileleshwa,Maisonette,1,1,499,23,2.2,1,1,0,1,3,8848000.0
Kahawa,Townhouse,6,6,2479,26,21.2,0,0,0,1,4,10820000.0
Roysambu,Apartment,4,4,1496,25,26.0,1,0,0,0,4,9025000.0
Loresho,Townhouse,1,1,750,26,1.5,1,0,0,0,1,10126000.0
Kilimani,Maisonette,3,3,994,13,9.1,1,1,0,1,3,18521000.0
Umoja,Bungalow,1,1,690,25,23.4,1,1,0,1,2,3619000.0
Ruiru,Bungalow,4,4,1492,19,26.6,1,0,0,1,1,7433000.0
Kasarani,Apartment,2,2,827,26,24.9,1,0,0,0,1,3559000.0
Muthaiga,Townhouse,4,4,1488,23,7.2,0,0,1,0,2,34689000.0
Runda,Apartment,3,2,896,26,0.5,1,0,0,0,4,20509000.0
Donholm,Maisonette,3,3,1095,0,14.5,0,0,0,1,1,7148000.0
Langata,Apartment,2,1,949,16,12.1,0,0,0,0,4,10125000.0
Embakasi,Apartment,4,4,1392,19,23.3,1,0,0,0,3,8055000.0
Upperhill,Apartment,1,1,547,26,4.1,1,0,0,1,3,9155000.0
Kilimani,Apartment,2,2,839,12,5.7,1,0,1,1,5,18503000.0
Ruiru,Apartment,3,3,993,15,28.1,1,0,0,1,3,4561000.0
Dagoretti,Maisonette,4,4,1608,11,18.0,0,1,0,1,5,12992000.0
Kasarani,Apartment,4,3,1713,1,24.6,0,0,0,0,2,8620000.0
Ruaka,Maisonette,4,4,1224,16,11.5,0,0,0,1,3,10506000.0
Embakasi,Apartment,6,6,1534,8,22.1,0,0,0,1,2,9693000.0
Kahawa,Maisonette,3,2,1235,12,22.6,0,1,0,1,3,6927000.0
Karen,Apartment,5,5,1821,10,2.4,1,0,0,1,5,44808000.0
Ruaka,Maisonette,4,4,1416,14,12.9,1,0,0,0,5,11618000.0
Kikuyu,Bungalow,4,4,2070,20,29.9,1,1,0,0,3,9946000.0
Buruburu,Apartment,2,1,845,6,23.2,1,0,0,1,3,6769000.0
Langata,Apartment,4,4,1453,3,12.4,1,0,0,1,5,18510000.0
Ngong Road,Maisonette,3,3,981,25,13.9,1,1,0,1,5,9824000.0
Lavington,Apartment,2,2,837,0,12.1,1,0,1,1,2,19296000.0
Kitisuru,Bungalow,5,5,1974,15,3.7,0,0,0,1,5,48039000.0
Dagoretti,Apartment,2,2,1104,5,13.7,1,0,0,1,3,8947000.0
Spring Valley,Maisonette,3,2,1064,25,4.7,0,1,0,1,5,18075000.0
South C,Apartment,3,3,1229,17,8.3,1,0,0,1,5,12698000.0
Kitisuru,Apartment,3,3,1237,28,5.1,1,0,0,1,5,26825000.0
Runda,Bungalow,5,5,2386,2,7.5,1,1,0,1,4,62000000.0
Loresho,Apartment,3,2,1059,2,1.7,1,0,0,0,4,15821000.0
Loresho,Apartment,4,4,1189,10,0.5,1,0,0,0,3,18218000.0
South B,Apartment,5,4,1640,4,7.6,1,0,0,1,3,17059000.0
South C,Apartment,2,2,935,14,14.8,1,0,0,1,5,8747000.0
Ngong Road,Maisonette,3,2,1066,20,8.8,1,1,0,1,5,13013000.0
Rongai,Villa,3,3,1538,26,15.1,1,0,0,1,1,8335000.0
Upperhill,Villa,4,4,1996,29,8.4,1,1,0,1,5,32449000.0
Ruaka,Villa,2,1,884,23,15.8,0,1,0,0,4,6594000.0
Loresho,Maisonette,2,1,829,19,3.9,0,1,0,0,3,11747000.0
Ruaka,Apartment,6,6,1969,7,15.5,1,0,0,0,3,16772000.0
Donholm,Maisonette,3,3,1092,27,17.9,1,1,0,0,4,7306000.0
Rongai,Maisonette,4,3,1530,25,17.8,1,1,0,1,2,9093000.0
Kahawa,Apartment,5,5,1349,9,28.6,0,0,0,1,3,7110000.0
Lavington,Maisonette,2,2,705,13,10.2,1,1,0,1,1,13476000.0
Athi River,Townhouse,2,2,1108,7,33.6,0,0,0,1,4,4722000.0
Donholm,Townhouse,3,3,1086,13,19.7,0,0,0,0,2,7277000.0
Westlands,Apartment,4,4,1639,6,3.4,0,0,0,0,4,27221000.0
Kikuyu,Maisonette,3,2,1203,13,25.6,0,1,0,1,3,6715000.0
Kahawa,Bungalow,2,2,894,23,27.6,1,1,0,1,3,4515000.0
Ruiru,Apartment,3,2,1341,16,29.4,1,0,0,0,3,5591000.0
Karen,Maisonette,2,1,1013,10,0.5,0,1,1,1,1,30094000.0
Nyayo Estate,Townhouse,3,3,1246,0,13.3,1,0,0,0,4,11629000.0
Dagoretti,Apartment,2,2,657,16,20.7,1,0,0,1,4,4452000.0
Kahawa,Apartment,5,5,1460,12,23.3,0,0,0,1,4,6768000.0
Athi River,Maisonette,4,4,838,2,22.5,1,0,0,1,5,4420000.0
Kileleshwa,Apartment,3,3,1066,8,18.1,1,0,0,1,1,15490000.0
Lavington,Maisonette,2,2,1045,0,0.5,1,1,0,1,4,23056000.0
Lavington,Maisonette,3,3,911,1,2.2,1,0,0,1,1,19161000.0
Westlands,Apartment,1,1,604,9,6.9,1,0,0,1,4,10715000.0
Thika Road,Townhouse,2,1,1100,20,17.4,1,0,0,1,2,6763000.0
Buruburu,Apartment,1,1,744,3,23.4,1,0,0,0,1,4963000.0
Karen,Apartment,2,2,748,17,6.8,1,0,0,1,4,17885000.0
Buruburu,Maisonette,2,2,855,11,14.1,1,0,0,1,5,7619000.0
Dagoretti,Bungalow,3,3,1927,1,13.1,1,0,0,1,1,16288000.0
Buruburu,Bungalow,2,2,965,22,9.6,1,1,0,0,2,5976000.0
Loresho,Apartment,2,1,642,5,13.8,1,0,0,1,4,9298000.0
Dagoretti,Villa,3,3,1641,7,13.8,1,1,0,0,4,13149000.0
Ruaka,Townhouse,3,3,1088,28,10.6,1,0,0,1,3,7400000.0
Spring Valley,Bungalow,4,3,2166,20,3.6,1,1,1,0,3,46115000.0
South B,Apartment,1,1,578,8,17.4,0,0,0,1,2,5312000.0
Ngong Road,Townhouse,2,1,913,6,17.7,1,0,0,1,2,9555000.0
Kitisuru,Maisonette,3,3,1067,12,0.5,0,1,0,1,5,24228000.0
Dagoretti,Apartment,4,4,1362,26,13.9,1,0,0,0,3,9485000.0
Kahawa,Bungalow,4,4,1544,8,24.9,1,0,0,0,2,6327000.0
Roysambu,Apartment,3,3,1178,23,17.8,0,0,0,1,1,7040000.0
Karen,Bungalow,3,3,1675,4,0.5,1,1,1,1,4,49099000.0
Donholm,Maisonette,3,3,1256,15,18.1,0,0,0,1,1,8110000.0
Kilimani,Apartment,3,3,1019,4,1.8,1,0,0,1,4,16440000.0
Buruburu,Apartment,3,2,1205,5,20.3,1,0,0,1,2,10224000.0
Runda,Villa,3,3,1462,27,12.2,1,1,0,0,1,31503000.0
Ruaka,Townhouse,4,4,1357,25,22.7,1,0,0,1,3,10415000.0
Westlands,Apartment,2,1,705,3,16.0,1,0,1,1,5,15274000.0
Nyayo Estate,Apartment,3,2,1295,1,18.0,0,0,0,1,2,11860000.0
Runda,Apartment,2,1,781,26,9.6,1,0,0,0,4,16613000.0
Langata,Apartment,3,3,862,27,8.7,0,0,0,1,5,9574000.0
Ruiru,Townhouse,5,5,1849,29,23.1,1,0,0,1,3,8878000.0
Spring Valley,Apartment,5,4,1099,24,8.7,0,0,0,1,1,19361000.0
Ngong Road,Maisonette,3,3,1181,14,16.5,1,1,0,1,4,13556000.0
Roysambu,Townhouse,3,3,1107,29,14.4,0,0,0,1,1,7344000.0
Lavington,Villa,3,2,1484,1,1.2,1,1,1,1,1,35771000.0
Lavington,Apartment,3,3,1028,2,0.5,1,0,1,0,1,22135000.0
Umoja,Apartment,2,2,710,22,18.3,0,0,0,1,1,4100000.0
Kilimani,Bungalow,1,1,878,12,0.6,1,1,0,1,3,15613000.0
Ngong Road,Apartment,2,2,801,11,4.3,1,0,0,1,5,9188000.0
Nyayo Estate,Apartment,2,2,895,9,19.7,0,0,0,1,1,6436000.0
Ruiru,Bungalow,5,5,2095,15,18.6,0,0,0,1,1,9797000.0
Athi River,Apartment,3,3,1243,2,26.4,0,0,0,0,2,5019000.0
Kasarani,Apartment,5,5,1620,4,26.5,1,0,0,1,4,9458000.0
Athi River,Villa,1,1,863,19,35.8,1,0,0,1,3,2916000.0
Nyayo Estate,Apartment,2,2,762,13,10.4,0,0,0,0,1,6707000.0
Roysambu,Apartment,4,4,1384,8,26.4,1,0,0,0,4,10493000.0
South C,Apartment,5,5,1513,4,13.3,0,0,0,0,1,13477000.0
Dagoretti,Apartment,6,5,1851,16,11.2,1,0,0,1,1,13803000.0
South C,Villa,5,4,2129,11,13.6,1,1,0,1,5,25010000.0
Langata,Bungalow,3,3,1535,29,17.1,1,1,0,1,5,16280000.0
Kasarani,Apartment,2,2,816,18,27.4,1,0,0,0,3,3726000.0
Westlands,Apartment,4,4,1518,25,5.3,1,0,0,1,1,23182000.0
Ruaka,Townhouse,1,1,659,20,24.7,1,0,0,1,1,4418000.0
South B,Bungalow,3,3,1425,22,9.3,0,1,0,1,5,15444000.0
Westlands,Apartment,3,3,997,26,0.6,1,0,0,0,4,14437000.0
Athi River,Maisonette,2,2,1014,6,20.0,1,0,0,1,2,5216000.0
Ruiru,Apartment,2,1,872,23,20.9,1,0,0,1,1,3838000.0
Spring Valley,Maisonette,3,2,1242,3,8.8,1,1,1,1,1,26514000.0
Umoja,Apartment,5,5,1756,16,3.7,0,0,0,1,3,12429000.0
Karen,Maisonette,1,1,532,15,7.6,1,1,0,0,5,12931000.0
Roysambu,Villa,1,1,1025,17,19.7,1,0,0,1,1,6687000.0
Kitisuru,Apartment,3,3,1099,13,5.9,0,0,0,1,3,20501000.0
Spring Valley,Apartment,2,2,787,7,0.5,1,0,0,1,1,15813000.0
Buruburu,Townhouse,2,1,933,8,11.9,1,0,0,1,3,6975000.0
Buruburu,Apartment,4,3,1466,3,14.0,0,0,0,0,4,11633000.0
Donholm,Maisonette,4,4,1741,12,11.0,1,1,0,1,1,13283000.0
Spring Valley,Apartment,3,3,1263,4,1.7,1,0,0,1,2,25610000.0
Buruburu,Maisonette,2,2,931,20,17.9,1,1,0,1,5,7133000.0
Umoja,Apartment,2,1,859,15,28.0,1,0,0,1,4,4073000.0
Umoja,Apartment,3,3,1239,29,21.1,1,0,0,0,4,6061000.0
Loresho,Townhouse,4,4,1806,12,9.9,1,0,0,1,4,27175000.0
Langata,Maisonette,3,3,1193,14,12.8,1,1,0,1,3,13646000.0
Kilimani,Apartment,4,3,1771,8,1.5,1,0,0,0,2,32333000.0
Kileleshwa,Apartment,4,3,1337,29,13.7,1,0,0,1,5,23209000.0
Kitisuru,Apartment,2,1,784,18,0.6,1,0,1,1,3,16132000.0
Nyayo Estate,Townhouse,4,4,1544,13,21.0,1,0,0,1,3,14459000.0
Umoja,Apartment,3,2,1071,0,25.1,1,0,0,1,4,7360000.0
Lavington,Apartment,2,2,774,23,6.8,1,0,0,1,2,14696000.0
Buruburu,Apartment,4,4,1682,14,23.9,1,0,0,0,3,12585000.0
Kileleshwa,Townhouse,2,1,885,6,11.1,1,0,0,1,5,13556000.0
Lavington,Apartment,4,4,1527,29,10.2,1,0,0,1,3,24659000.0
Kikuyu,Maisonette,4,4,1325,20,18.0,0,0,0,0,3,6890000.0
Kitisuru,Maisonette,4,4,1719,5,3.6,1,1,0,1,3,40539000.0
Kasarani,Apartment,2,1,871,7,23.0,1,0,0,1,1,4507000.0
Kileleshwa,Apartment,2,2,583,12,9.1,1,0,0,1,2,8402000.0
Embakasi,Apartment,2,2,1006,4,14.7,1,0,0,1,3,7250000.0
Ngong Road,Apartment,2,2,1122,22,14.5,0,0,0,1,1,12411000.0
Nyayo Estate,Villa,2,2,1023,24,18.8,1,0,0,1,3,7609000.0
South C,Townhouse,3,3,1154,22,9.6,1,0,0,1,5,11862000.0
Lavington,Apartment,2,1,822,9,1.1,1,0,1,0,3,17299000.0
Nyayo Estate,Apartment,3,3,1074,23,21.3,1,0,0,1,2,8927000.0
Buruburu,Apartment,2,1,517,5,13.0,1,0,0,1,4,4269000.0
Karen,Apartment,2,1,850,11,10.3,1,0,0,0,4,17908000.0
Ruiru,Apartment,1,1,735,18,25.9,1,0,0,1,5,3258000.0
Nyayo Estate,Apartment,2,2,827,23,18.0,1,0,0,1,5,7510000.0
Donholm,Apartment,3,3,962,24,22.4,0,0,0,1,1,5857000.0
Loresho,Bungalow,4,4,1586,15,1.9,0,0,0,1,1,23271000.0
Umoja,Apartment,4,4,1303,9,15.3,1,0,0,1,5,9230000.0
Karen,Maisonette,3,3,1091,23,4.5,1,0,0,0,3,22154000.0
Kitisuru,Villa,3,3,1663,29,15.2,1,1,0,1,5,34245000.0
Embakasi,Bungalow,3,3,1046,18,14.9,1,0,0,1,2,6399000.0
South C,Townhouse,2,1,1016,23,7.6,0,0,0,1,5,9933000.0
Karen,Apartment,2,1,723,5,9.5,1,0,0,1,2,16436000.0
Buruburu,Maisonette,3,2,1248,29,17.0,1,0,0,1,5,8020000.0
South B,Apartment,2,1,675,28,24.1,0,0,0,1,3,5103000.0
Kilimani,Townhouse,5,5,1674,19,9.0,1,0,1,0,4,26365000.0
Kileleshwa,Townhouse,2,2,831,17,4.3,1,0,0,1,2,12125000.0
Kasarani,Apartment,1,1,582,14,21.1,0,0,0,0,2,3026000.0
Dagoretti,Apartment,3,3,1258,16,16.5,1,0,0,1,5,9871000.0
Loresho,Apartment,4,3,1480,5,11.7,0,0,0,1,3,21453000.0
Upperhill,Townhouse,1,1,704,27,6.4,0,0,1,1,1,10320000.0
Kikuyu,Apartment,3,3,1092,3,14.0,1,0,0,1,4,6621000.0
South C,Apartment,2,2,911,19,10.5,1,0,0,1,1,8744000.0
Embakasi,Apartment,2,2,663,3,22.0,1,0,0,1,1,4346000.0
Umoja,Apartment,2,2,1039,8,16.1,1,0,0,0,5,5565000.0
Ngong Road,Bungalow,1,1,681,11,13.0,1,1,0,1,3,7437000.0
Kasarani,Apartment,5,5,1477,15,32.1,1,0,0,1,2,7441000.0
Kahawa,Apartment,3,2,926,23,23.2,1,0,0,1,1,4837000.0
South B,Apartment,3,3,1094,27,12.9,1,0,0,0,2,9196000.0
Thika Road,Villa,1,1,736,24,19.4,1,0,0,0,5,4300000.0
Dagoretti,Apartment,3,3,1596,15,7.8,0,0,0,1,4,13646000.0
Kahawa,Apartment,3,2,968,22,24.7,1,0,0,1,4,4396000.0
Runda,Townhouse,4,4,1788,20,13.8,0,0,1,0,4,42887000.0
Kasarani,Apartment,2,2,825,22,23.7,1,0,0,1,5,4425000.0
Spring Valley,Apartment,3,3,1145,1,0.5,1,0,1,1,4,28289000.0
Ruaka,Apartment,4,4,1405,26,14.2,1,0,0,0,1,10122000.0
Westlands,Maisonette,4,3,1599,19,1.8,1,1,0,0,3,28392000.0
Kahawa,Maisonette,4,4,1214,17,30.4,1,1,0,1,3,5948000.0
Ruiru,Townhouse,4,4,1459,24,14.5,0,0,0,1,2,6594000.0
Lavington,Apartment,5,5,1079,3,8.8,0,0,0,1,3,24911000.0
Langata,Bungalow,2,2,1189,7,8.4,1,0,0,0,4,14128000.0
Donholm,Townhouse,3,3,1166,20,16.7,1,0,0,0,2,6700000.0
Karen,Bungalow,2,1,1198,19,14.5,1,1,0,1,4,25953000.0
Lavington,Villa,3,2,1472,25,0.5,1,1,0,0,5,29860000.0
Kahawa,Apartment,2,1,776,13,19.5,1,0,0,1,3,3767000.0
Muthaiga,Apartment,3,2,1157,12,6.1,0,0,0,1,1,26892000.0
Nyayo Estate,Bungalow,3,3,1493,16,14.8,1,0,0,0,3,13174000.0
Umoja,Townhouse,3,2,1028,19,22.6,1,0,0,1,2,5585000.0
Thika Road,Apartment,2,2,1007,13,12.0,1,0,0,1,5,7562000.0
Umoja,Maisonette,4,3,1189,2,26.7,1,0,0,0,5,7075000.0
Kileleshwa,Apartment,1,1,608,16,2.9,1,0,0,0,1,8591000.0
Muthaiga,Maisonette,4,4,1766,1,6.8,1,1,1,1,2,42631000.0
Umoja,Apartment,3,2,1132,11,24.7,0,0,0,1,5,7061000.0
Kahawa,Apartment,6,5,1696,2,21.4,0,0,0,1,5,8212000.0
Kasarani,Apartment,3,3,1133,18,17.5,1,0,0,0,3,6369000.0
Westlands,Townhouse,1,1,706,25,7.9,1,0,0,1,5,10335000.0
Kasarani,Villa,5,5,2163,17,17.9,1,1,0,1,2,13988000.0
Runda,Apartment,3,3,1184,3,12.5,1,0,0,0,1,27701000.0
Umoja,Maisonette,2,1,921,8,35.7,1,0,0,1,5,4817000.0
Spring Valley,Maisonette,5,5,1494,12,7.5,1,1,1,1,2,37563000.0
South C,Maisonette,3,2,1040,15,14.2,1,1,0,1,5,11858000.0
Spring Valley,Apartment,2,2,738,18,1.1,1,0,1,0,2,15048000.0
Rongai,Apartment,2,2,829,23,19.4,0,0,0,1,2,4309000.0
South B,Apartment,5,5,1596,18,5.5,1,0,0,0,4,16063000.0
Buruburu,Bungalow,3,2,1551,3,17.7,0,0,0,1,1,10909000.0
Kasarani,Maisonette,3,2,1215,19,22.7,1,1,0,1,2,7024000.0
Kahawa,Apartment,5,4,2003,4,25.8,1,0,0,0,2,9748000.0
Upperhill,Maisonette,3,2,1180,8,3.3,1,1,0,1,2,20253000.0
Nyayo Estate,Apartment,4,4,1172,14,8.0,1,0,0,1,5,13556000.0
Muthaiga,Townhouse,6,5,2389,25,4.7,1,0,0,0,2,45477000.0
Athi River,Apartment,2,2,827,10,30.0,1,0,0,1,5,3853000.0
Ngong Road,Apartment,2,2,802,11,12.9,1,0,0,1,3,8470000.0
Donholm,Townhouse,3,3,1018,17,10.8,1,0,0,1,1,6745000.0
Nyayo Estate,Apartment,3,2,988,13,12.7,1,0,0,1,1,8963000.0
Loresho,Apartment,4,3,1310,21,12.0,1,0,0,1,3,18548000.0
Nyayo Estate,Townhouse,2,2,623,16,3.1,1,0,0,1,4,6948000.0
South B,Townhouse,3,3,991,11,7.7,1,0,0,1,2,9869000.0
Kasarani,Maisonette,4,3,1709,20,22.4,0,1,0,1,4,8992000.0
Embakasi,Apartment,3,3,1254,18,19.3,1,0,0,1,1,7300000.0
Karen,Apartment,5,5,1629,29,8.1,1,0,0,0,3,34629000.0
Muthaiga,Maisonette,3,2,1172,28,14.4,1,0,0,1,2,24095000.0
South C,Townhouse,2,2,816,17,12.8,1,0,0,1,4,8308000.0
Umoja,Apartment,6,6,1838,8,20.6,1,0,0,0,5,11482000.0
Umoja,Villa,6,6,2427,14,14.1,1,1,0,1,3,15009000.0
Dagoretti,Apartment,3,3,1183,18,18.3,1,0,0,1,4,9107000.0
Loresho,Apartment,4,4,1369,13,14.1,1,0,0,1,3,21027000.0
Ruaka,Apartment,4,4,1227,17,25.6,1,0,0,1,5,9863000.0
Buruburu,Apartment,3,2,1098,6,18.5,1,0,0,0,5,10273000.0
Runda,Apartment,1,1,578,9,12.6,1,0,0,0,3,12639000.0
Ruiru,Bungalow,1,1,851,21,34.1,1,0,0,1,3,3900000.0
Donholm,Maisonette,4,4,1516,24,24.2,1,1,0,1,4,11176000.0
